"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Congo, Rep.","COG","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1558720698375","57.4633254913597","57.9533573949943","58.441326306171","59.5097279574193","60.5769386712827","61.6425718559094","62.7068138783023","63.7703895737741","64.8327563916012","65.8939071155412","66.952176026009","68.0075720307575","69.0595391884614","70.1070442778534","71.1495847496784","72.1866564157086","73.2177609739195","","",
"Colombia","COL","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9335175667781","91.3684109649683","91.7956495075987","92.2153224162843","92.6272949711398","93.0316786022715","93.4286071255033","93.8179674669001","94.2001245899572","94.5751822120087","94.9430830352182","95.3039553044968","95.6581222445897","96.0055453903195","96.3463531305694","96.6808465694461","96.961805823633","97.3001096098102","","",
"Comoros","COM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9479254640218","90.8413596719926","90.0056379443583","89.1715972574302","88.3392650711538","87.5090824359264","86.6815094013972","85.8569917529054","85.0359191508686","84.2187508567768","83.405979855146","82.5978795520323","81.7949141108888","80.9975655633495","80.2060348892296","80.1320028702975","80.1488534979581","80.1675168710773","","",
"Cabo Verde","CPV","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7749620464092","78.9566235331613","79.1364023713671","79.3138346812444","79.8211869765114","80.3357573740643","80.8579600884976","81.3872332545059","81.9240203284149","82.4671826348776","83.0150631785079","83.5117616690368","84.0128953984796","84.5182393501834","85.0277549249658","85.8788169478483","86.4879869932388","87.0832080132923","","",
"Costa Rica","CRI","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.1086745901443","94.6119446862606","95.0935871427475","95.553845639654","95.9928103245289","96.4104686598803","96.8075914447042","97.1844325993309","97.5415912995219","97.8791395881687","98.1980884649372","98.4987788570005","98.781064068664","99.0461362173671","99.2951997674254","99.5289827873377","99.6997637190126","99.7015139130359","","",
"Caribbean small states","CSS","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.240594616758","92.5088115438646","92.7734790051707","93.0567972514431","93.2036703581745","93.2892075730479","93.364334747941","93.4402055537755","93.516813362752","93.5938625735288","93.6705520962515","93.7478398667919","93.8208685823078","93.9935935384673","94.1751875135256","94.3339916318755","94.4445125648289","94.5537927103771","","",
"Cuba","CUB","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.9927216576351","93.1648221045888","93.3336806950664","93.4893652391302","93.6331782237397","93.7815961784433","93.9288823512329","94.0750416818598","94.2200613726968","94.36384276211","94.5065026876464","94.6480270727146","94.7884427320479","94.9238055966596","95.0577113211433","95.1913358641475","95.3245233850077","95.3275823079684","","",
"Curacao","CUW","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6852087388099","98.7477120548644","98.8102153709188","98.8727186869733","98.9352220030277","98.9977253190822","99.0602286351366","99.1227319511911","99.1852352672455","99.2477385833","99.3102418993544","99.3727452154089","99.4352485314633","99.4977518475178","99.4977518475178","99.4977518475178","99.4977518475178","99.4977518475178","","",
"Cayman Islands","CYM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","96.125","","","",
"Cyprus","CYP","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9850270634253","99.985084847464","99.9850459077604","99.9611131947893","99.9372759405215","99.9101026601001","99.8802271760491","99.8503895500759","99.820598536717","99.7908522768096","99.7611500144474","99.7314931280931","99.7018832153946","99.6722769588803","99.6426756402145","99.6130676542475","99.6131993649831","99.6132861489321","","",
"Czech Republic","CZE","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8061246314669","99.8058245884064","99.8113907218849","99.8169759943234","99.8225783286167","99.8282001020188","99.833838949494","99.8394977807541","99.845180364907","99.8508761578507","99.8565954205718","99.8623374584339","99.8681874376485","99.8741097371421","99.8800158936413","99.8800926861293","99.8801694878577","99.8802587968555","","",
"Germany","DEU","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9999976031676","100.000002395419","100","100","99.9999976098521","99.9999976085521","100","100","100","99.9999975877104","100","100","100","100.000002403398","100","100","100","100","","",
"Djibouti","DJI","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.5611375758196","75.5539539825454","75.5472781299855","75.5411314025214","75.5354971020049","75.5300781413039","75.5254714181887","75.521386791762","75.5178217753626","75.5144469030631","75.5148657302947","75.5192512238929","75.5274241403451","75.53988504304","75.5561018677473","75.5772729607986","75.6025127502438","75.6323076781448","","",
"Dominica","DMA","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.475","93.75","94.025","94.3000000000001","94.575","94.85","95.125","95.4","95.675","95.95","96.225","96.5","96.5","96.5","96.5","96.5","","","","",
"Denmark","DNK","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.000001142725","99.9999954434901","99.9999965919922","100.000003399045","100","100.000003377269","99.9999977578341","99.9999988841748","100.000001110175","100.000001104419","100.000003296321","99.9999956269716","99.9999967364719","100.000003247808","100.000002155229","99.9999967812394","99.9999989314331","99.9999989354737","","",
"Dominican Republic","DOM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8232350770937","90.2724538864177","90.7129438650598","91.2108519987756","91.7204081691444","92.2112731991416","92.6843903669949","93.1397087335704","93.5776376994151","93.9976132125979","94.4009749891073","94.7766536510603","95.1307670712384","95.4718103089922","95.8003702932404","96.1169157134101","96.5763681047312","96.6902247501612","","",
"Algeria","DZA","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8372590662203","90.1145985908531","90.3871693067252","90.6548045915483","90.9175452252237","91.1752559487698","91.4281899533328","91.6762174664479","91.9195732530921","92.1571351610754","92.3894651256094","92.6164629610168","92.8383506111362","93.0551923509207","93.267273345072","93.4745964173737","93.515850975676","93.55588814365","","",
"East Asia & Pacific (excluding high income)","EAP","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.6363359160231","80.1214391644069","81.0338222030125","81.943546378274","82.834022793837","83.7024784851473","84.5342613672859","85.3421506067742","86.1303156700838","86.8980654219632","87.6452930276002","88.362488080728","89.056523486748","89.7313913538089","90.408441187731","91.024989411004","91.5959998781942","92.1609708803986","","",
